k,d,max_steps,n,acc
42,384,64,256,0.9875
42,384,64,4096,0.8103125
42,384,64,65536,0.08067602040816327
42,384,64,1048576,0.0
42,400,1,256,0.0
42,400,1,4096,0.0
42,400,1,65536,0.0
42,400,1,1048576,0.0
42,400,2,256,0.14920343137254902
42,400,2,4096,0.0003125
42,400,2,65536,0.0
42,400,2,1048576,0.0
42,400,4,256,0.9145220588235294
42,400,4,4096,0.3075
42,400,4,65536,0.0003125
42,400,4,1048576,0.0
42,400,64,256,0.9925
42,400,64,4096,0.84875
42,400,64,65536,0.12627551020408162
42,400,64,1048576,0.0
42,416,1,256,0.0
42,416,1,4096,0.0
42,416,1,65536,0.0
42,416,1,1048576,0.0
42,416,2,256,0.18627450980392157
42,416,2,4096,0.0
42,416,2,65536,0.0
42,416,2,1048576,0.0
42,416,4,256,0.9494485294117647
42,416,4,4096,0.4003125
42,416,4,65536,0.0003125
42,416,4,1048576,0.0
42,416,64,256,0.9934375
42,416,64,4096,0.889375
42,416,64,65536,0.2158801020408163
42,416,64,1048576,0.0
42,432,1,256,0.0
42,432,1,4096,0.0
42,432,1,65536,0.0
42,432,1,1048576,0.0
42,432,2,256,0.2496936274509804
42,432,2,4096,0.000625
42,432,2,65536,0.0
42,432,2,1048576,0.0
42,432,4,256,0.9629289215686274
42,432,4,4096,0.5125
42,432,4,65536,0.0025
42,432,4,1048576,0.0
42,432,64,256,0.995625
42,432,64,4096,0.9215625
42,432,64,65536,0.3227040816326531
42,432,64,1048576,0.0
42,448,1,256,0.0
42,448,1,4096,0.0
42,448,1,65536,0.0
42,448,1,1048576,0.0
42,448,2,256,0.2922794117647059
42,448,2,4096,0.0021875
42,448,2,65536,0.0
42,448,2,1048576,0.0
42,448,4,256,0.9712009803921569
42,448,4,4096,0.58875
42,448,4,65536,0.00625
42,448,4,1048576,0.0
42,448,64,256,0.995
42,448,64,4096,0.93625
42,448,64,65536,0.4107142857142857
42,448,64,1048576,0.001736111111111111
42,464,1,256,0.0015024038461538462
42,464,1,4096,0.0
42,464,1,65536,0.0
42,464,1,1048576,0.0
42,464,2,256,0.3403799019607843
42,464,2,4096,0.0040625
42,464,2,65536,0.0
42,464,2,1048576,0.0
42,464,4,256,0.9764093137254902
42,464,4,4096,0.66875
42,464,4,65536,0.014375
42,464,4,1048576,0.0
42,464,64,256,0.9971875
42,464,64,4096,0.95375
42,464,64,65536,0.5044642857142857
42,464,64,1048576,0.0045138888888888885
42,480,1,256,0.0006009615384615385
42,480,1,4096,0.0
42,480,1,65536,0.0
42,480,1,1048576,0.0
42,480,2,256,0.39981617647058826
42,480,2,4096,0.005625
42,480,2,65536,0.0
42,480,2,1048576,0.0
42,480,4,256,0.9816176470588235
42,480,4,4096,0.73125
42,480,4,65536,0.0359375
42,480,4,1048576,0.0
42,480,64,256,0.9984375
42,480,64,4096,0.9628125
42,480,64,65536,0.6010841836734694
42,480,64,1048576,0.012152777777777778
42,496,1,256,0.0006009615384615385
42,496,1,4096,0.0
42,496,1,65536,0.0
42,496,1,1048576,0.0
42,496,2,256,0.46200980392156865
42,496,2,4096,0.0175
42,496,2,65536,0.0
42,496,2,1048576,0.0
42,496,4,256,0.9828431372549019
42,496,4,4096,0.78375
42,496,4,65536,0.07
42,496,4,1048576,0.0
42,496,64,256,0.99875
42,496,64,4096,0.9715625
42,496,64,65536,0.6699617346938775
42,496,64,1048576,0.03298611111111111
42,512,1,256,0.002403846153846154
42,512,1,4096,0.0
42,512,1,65536,0.0
42,512,1,1048576,0.0
42,512,2,256,0.5238970588235294
42,512,2,4096,0.018125
42,512,2,65536,0.0
42,512,2,1048576,0.0
42,512,4,256,0.9880514705882353
42,512,4,4096,0.82875
42,512,4,65536,0.1096875
42,512,4,1048576,0.0
42,512,64,256,0.9990625
42,512,64,4096,0.9796875
42,512,64,65536,0.7551020408163265
42,512,64,1048576,0.04895833333333333
42,528,1,256,0.00390625
42,528,1,4096,0.0
42,528,1,65536,0.0
42,528,1,1048576,0.0
42,528,2,256,0.5661764705882353
42,528,2,4096,0.0365625
42,528,2,65536,0.0
42,528,2,1048576,0.0
42,528,4,256,0.991421568627451
42,528,4,4096,0.87
42,528,4,65536,0.16
42,528,4,1048576,0.0
42,528,64,256,0.999375
42,528,64,4096,0.9859375
42,528,64,65536,0.8048469387755102
42,528,64,1048576,0.09097222222222222
42,544,1,256,0.006310096153846154
42,544,1,4096,0.0
42,544,1,65536,0.0
42,544,1,1048576,0.0
42,544,2,256,0.6001838235294118
42,544,2,4096,0.0640625
42,544,2,65536,0.0
42,544,2,1048576,0.0
42,544,4,256,0.9950980392156863
42,544,4,4096,0.8925
42,544,4,65536,0.2340625
42,544,4,1048576,0.0003255208333333333
42,544,64,256,0.9990625
42,544,64,4096,0.9903125
42,544,64,65536,0.8584183673469388
42,544,64,1048576,0.1527777777777778
42,560,1,256,0.007211538461538462
42,560,1,4096,0.0
42,560,1,65536,0.0
42,560,1,1048576,0.0
42,560,2,256,0.6593137254901961
42,560,2,4096,0.0946875
42,560,2,65536,0.0
42,560,2,1048576,0.0
42,560,4,256,0.992953431372549
42,560,4,4096,0.9175
42,560,4,65536,0.3071875
42,560,4,1048576,0.0003255208333333333
42,560,64,256,0.9990625
42,560,64,4096,0.9940625
42,560,64,65536,0.8871173469387755
42,560,64,1048576,0.24097222222222223
42,576,1,256,0.009314903846153846
42,576,1,4096,0.0
42,576,1,65536,0.0
42,576,1,1048576,0.0
42,576,2,256,0.7043504901960784
42,576,2,4096,0.1134375
42,576,2,65536,0.0
42,576,2,1048576,0.0
42,576,4,256,0.9960171568627451
42,576,4,4096,0.936875
42,576,4,65536,0.406875
42,576,4,1048576,0.0006510416666666666
42,576,64,256,0.9984375
42,576,64,4096,0.99125
42,576,64,65536,0.9116709183673469
42,576,64,1048576,0.3059027777777778
42,592,1,256,0.01171875
42,592,1,4096,0.0
42,592,1,65536,0.0
42,592,1,1048576,0.0
42,592,2,256,0.7365196078431373
42,592,2,4096,0.1603125
42,592,2,65536,0.0
42,592,2,1048576,0.0
42,592,4,256,0.9993872549019608
42,592,4,4096,0.953125
42,592,4,65536,0.4871875
42,592,4,1048576,0.004557291666666667
42,592,64,256,1.0
42,592,64,4096,0.995625
42,592,64,65536,0.9317602040816326
42,592,64,1048576,0.4076388888888889
42,608,1,256,0.016826923076923076
42,608,1,4096,0.0
42,608,1,65536,0.0
42,608,1,1048576,0.0
42,608,2,256,0.7849264705882353
42,608,2,4096,0.1903125
42,608,2,65536,0.0003125
42,608,2,1048576,0.0
42,608,4,256,0.9981617647058824
42,608,4,4096,0.9621875
42,608,4,65536,0.5534375
42,608,4,1048576,0.005859375
42,608,64,256,1.0
42,608,64,4096,0.996875
42,608,64,65536,0.9518494897959183
42,608,64,1048576,0.5052083333333334
42,624,1,256,0.025841346153846152
42,624,1,4096,0.0
42,624,1,65536,0.0
42,624,1,1048576,0.0
42,624,2,256,0.8060661764705882
42,624,2,4096,0.2596875
42,624,2,65536,0.0021875
42,624,2,1048576,0.0
42,624,4,256,0.9987745098039216
42,624,4,4096,0.97125
42,624,4,65536,0.6325
42,624,4,1048576,0.0185546875
42,624,64,256,1.0
42,624,64,4096,0.9978125
42,624,64,65536,0.9630102040816326
42,624,64,1048576,0.5753472222222222
42,640,1,256,0.029447115384615384
42,640,1,4096,0.0
42,640,1,65536,0.0
42,640,1,1048576,0.0
42,640,2,256,0.835171568627451
42,640,2,4096,0.3025
42,640,2,65536,0.0028125
42,640,2,1048576,0.0
42,640,4,256,0.9987745098039216
42,640,4,4096,0.973125
42,640,4,65536,0.7059375
42,640,4,1048576,0.031575520833333336
42,640,64,256,1.0
42,640,64,4096,0.9978125
42,640,64,65536,0.9713010204081632
42,640,64,1048576,0.6604166666666667
42,656,1,256,0.04056490384615385
42,656,1,4096,0.0
42,656,1,65536,0.0
42,656,1,1048576,0.0
42,656,2,256,0.8556985294117647
42,656,2,4096,0.35375
42,656,2,65536,0.008125
42,656,2,1048576,0.0
42,656,4,256,0.9984681372549019
42,656,4,4096,0.9784375
42,656,4,65536,0.7578125
42,656,4,1048576,0.060872395833333336
42,656,64,256,1.0
42,656,64,4096,0.9971875
42,656,64,65536,0.9811862244897959
42,656,64,1048576,0.7364583333333333
42,672,1,256,0.048978365384615384
42,672,1,4096,0.0003125
42,672,1,65536,0.0
42,672,1,1048576,0.0
42,672,2,256,0.8795955882352942
42,672,2,4096,0.4096875
42,672,2,65536,0.00875
42,672,2,1048576,0.0
42,672,4,256,0.9987745098039216
42,672,4,4096,0.988125
42,672,4,65536,0.80125
42,672,4,1048576,0.09765625
42,672,64,256,1.0
42,672,64,4096,0.9984375
42,672,64,65536,0.9811862244897959
42,672,64,1048576,0.7895833333333333
42,688,1,256,0.06099759615384615
42,688,1,4096,0.0
42,688,1,65536,0.0
42,688,1,1048576,0.0
42,688,2,256,0.8958333333333334
42,688,2,4096,0.4696875
42,688,2,65536,0.0259375
42,688,2,1048576,0.0
42,688,4,256,0.9990808823529411
42,688,4,4096,0.989375
42,688,4,65536,0.8296875
42,688,4,1048576,0.13997395833333334
42,688,64,256,1.0
42,688,64,4096,0.9984375
42,688,64,65536,0.9869260204081632
42,688,64,1048576,0.8354166666666667
42,704,1,256,0.07001201923076923
42,704,1,4096,0.0
42,704,1,65536,0.0
42,704,1,1048576,0.0
42,704,2,256,0.9206495098039216
42,704,2,4096,0.533125
42,704,2,65536,0.0375
42,704,2,1048576,0.0
42,704,4,256,0.9996936274509803
42,704,4,4096,0.9878125
42,704,4,65536,0.8584375
42,704,4,1048576,0.205078125
42,704,64,256,1.0
42,704,64,4096,1.0
42,704,64,65536,0.9926658163265306
42,704,64,1048576,0.8618055555555556
42,720,1,256,0.08383413461538461
42,720,1,4096,0.0
42,720,1,65536,0.0
42,720,1,1048576,0.0
42,720,2,256,0.9399509803921569
42,720,2,4096,0.5703125
42,720,2,65536,0.059375
42,720,2,1048576,0.0
42,720,4,256,1.0
42,720,4,4096,0.9940625
42,720,4,65536,0.895625
42,720,4,1048576,0.2542317708333333
42,720,64,256,1.0
42,720,64,4096,0.9996875
42,720,64,65536,0.9913903061224489
42,720,64,1048576,0.9052083333333333
42,736,1,256,0.10126201923076923
42,736,1,4096,0.0
42,736,1,65536,0.0
42,736,1,1048576,0.0
42,736,2,256,0.9322916666666666
42,736,2,4096,0.6034375
42,736,2,65536,0.0925
42,736,2,1048576,0.0
42,736,4,256,1.0
42,736,4,4096,0.9946875
42,736,4,65536,0.9171875
42,736,4,1048576,0.3463541666666667
42,736,64,256,1.0
42,736,64,4096,0.9996875
42,736,64,65536,0.9942602040816326
42,736,64,1048576,0.9232638888888889
42,752,1,256,0.12920673076923078
42,752,1,4096,0.0
42,752,1,65536,0.0
42,752,1,1048576,0.0
42,752,2,256,0.9506740196078431
42,752,2,4096,0.6540625
42,752,2,65536,0.123125
42,752,2,1048576,0.0
42,752,4,256,0.9996936274509803
42,752,4,4096,0.9971875
42,752,4,65536,0.93875
42,752,4,1048576,0.4156901041666667
42,752,64,256,1.0
42,752,64,4096,1.0
42,752,64,65536,0.9945790816326531
42,752,64,1048576,0.9510416666666667
42,768,1,256,0.14182692307692307
42,768,1,4096,0.0
42,768,1,65536,0.0
42,768,1,1048576,0.0
42,768,2,256,0.9604779411764706
42,768,2,4096,0.704375
42,768,2,65536,0.1559375
42,768,2,1048576,0.0006510416666666666
42,768,4,256,1.0
42,768,4,4096,0.994375
42,768,4,65536,0.95125
42,768,4,1048576,0.4986979166666667
42,768,64,256,1.0
42,768,64,4096,0.9996875
42,768,64,65536,0.9971301020408163
42,768,64,1048576,0.9541666666666667
42,784,1,256,0.16676682692307693
42,784,1,4096,0.000625
42,784,1,65536,0.0
42,784,1,1048576,0.0
42,784,2,256,0.9635416666666666
42,784,2,4096,0.73375
42,784,2,65536,0.2090625
42,784,2,1048576,0.0009765625
42,784,4,256,1.0
42,784,4,4096,0.9975
42,784,4,65536,0.95125
42,784,4,1048576,0.5738932291666666
42,784,64,256,1.0
42,784,64,4096,1.0
42,784,64,65536,0.9977678571428571
42,784,64,1048576,0.9736111111111111
42,800,1,256,0.17938701923076922
42,800,1,4096,0.0003125
42,800,1,65536,0.0
42,800,1,1048576,0.0
42,800,2,256,0.9712009803921569
42,800,2,4096,0.7725
42,800,2,65536,0.2446875
42,800,2,1048576,0.0022786458333333335
42,800,4,256,0.9996936274509803
42,800,4,4096,0.9971875
42,800,4,65536,0.971875
42,800,4,1048576,0.642578125
42,800,64,256,1.0
42,800,64,4096,1.0
42,800,64,65536,0.998405612244898
42,800,64,1048576,0.9763888888888889
42,816,1,256,0.19921875
42,816,1,4096,0.001875
42,816,1,65536,0.0
42,816,1,1048576,0.0
42,816,2,256,0.9754901960784313
42,816,2,4096,0.7990625
42,816,2,65536,0.274375
42,816,2,1048576,0.0048828125
42,816,4,256,1.0
42,816,4,4096,0.9996875
42,816,4,65536,0.978125
42,816,4,1048576,0.6839192708333334
42,816,64,256,0.9996875
42,816,64,4096,1.0
42,816,64,65536,0.9980867346938775
42,816,64,1048576,0.9784722222222222
42,832,1,256,0.23527644230769232
42,832,1,4096,0.0028125
42,832,1,65536,0.0
42,832,1,1048576,0.0
42,832,2,256,0.9797794117647058
42,832,2,4096,0.82375
42,832,2,65536,0.341875
42,832,2,1048576,0.009114583333333334
42,832,4,256,1.0
42,832,4,4096,0.9978125
42,832,4,65536,0.9803125
42,832,4,1048576,0.7379557291666666
42,832,64,256,1.0
42,832,64,4096,1.0
42,832,64,65536,0.998405612244898
42,832,64,1048576,0.9847222222222223
42,848,1,256,0.2587139423076923
42,848,1,4096,0.003125
42,848,1,65536,0.0
42,848,1,1048576,0.0
42,848,2,256,0.9822303921568627
42,848,2,4096,0.8559375
42,848,2,65536,0.4009375
42,848,2,1048576,0.013346354166666666
42,848,4,256,0.9996936274509803
42,848,4,4096,0.9996875
42,848,4,65536,0.981875
42,848,4,1048576,0.79296875
42,848,64,256,1.0
42,848,64,4096,1.0
42,848,64,65536,0.9977678571428571
42,848,64,1048576,0.9885416666666667
42,864,1,256,0.2821514423076923
42,864,1,4096,0.0059375
42,864,1,65536,0.0
42,864,1,1048576,0.0
42,864,2,256,0.9849877450980392
42,864,2,4096,0.8665625
42,864,2,65536,0.448125
42,864,2,1048576,0.0224609375
42,864,4,256,1.0
42,864,4,4096,0.99875
42,864,4,65536,0.985
42,864,4,1048576,0.8232421875
42,864,64,256,1.0
42,864,64,4096,1.0
42,864,64,65536,1.0
42,864,64,1048576,0.9920138888888889
42,880,1,256,0.3128004807692308
42,880,1,4096,0.0075
42,880,1,65536,0.0
42,880,1,1048576,0.0
42,880,2,256,0.9883578431372549
42,880,2,4096,0.88
42,880,2,65536,0.51125
42,880,2,1048576,0.037109375
42,880,4,256,1.0
42,880,4,4096,0.9996875
42,880,4,65536,0.98875
42,880,4,1048576,0.8577473958333334
42,880,64,256,1.0
42,880,64,4096,1.0
42,880,64,65536,0.9993622448979592
42,880,64,1048576,0.9913194444444444
42,896,1,256,0.3440504807692308
42,896,1,4096,0.0084375
42,896,1,65536,0.0
42,896,1,1048576,0.0
42,896,2,256,0.9911151960784313
42,896,2,4096,0.913125
42,896,2,65536,0.5428125
42,896,2,1048576,0.0537109375
42,896,4,256,1.0
42,896,4,4096,0.9996875
42,896,4,65536,0.99125
42,896,4,1048576,0.8857421875
42,896,64,256,1.0
42,896,64,4096,1.0
42,896,64,65536,1.0
42,896,64,1048576,0.9965277777777778
42,912,1,256,0.3746995192307692
42,912,1,4096,0.0134375
42,912,1,65536,0.0
42,912,1,1048576,0.0
42,912,2,256,0.9941789215686274
42,912,2,4096,0.91125
42,912,2,65536,0.6028125
42,912,2,1048576,0.062174479166666664
42,912,4,256,0.9996936274509803
42,912,4,4096,0.9996875
42,912,4,65536,0.9959375
42,912,4,1048576,0.9055989583333334
42,912,64,256,1.0
42,912,64,4096,1.0
42,912,64,65536,0.9993622448979592
42,912,64,1048576,0.9954861111111111
42,928,1,256,0.3933293269230769
42,928,1,4096,0.010625
42,928,1,65536,0.0
42,928,1,1048576,0.0
42,928,2,256,0.992953431372549
42,928,2,4096,0.9375
42,928,2,65536,0.6453125
42,928,2,1048576,0.10123697916666667
42,928,4,256,1.0
42,928,4,4096,0.9996875
42,928,4,65536,0.9903125
42,928,4,1048576,0.9280598958333334
42,928,64,256,1.0
42,928,64,4096,1.0
42,928,64,65536,1.0
42,928,64,1048576,0.9972222222222222
42,944,1,256,0.42007211538461536
42,944,1,4096,0.0171875
42,944,1,65536,0.0
42,944,1,1048576,0.0
42,944,2,256,0.9950980392156863
42,944,2,4096,0.9428125
42,944,2,65536,0.6865625
42,944,2,1048576,0.140625
42,944,4,256,1.0
42,944,4,4096,0.9996875
42,944,4,65536,0.9946875
42,944,4,1048576,0.9420572916666666
42,944,64,256,1.0
42,944,64,4096,1.0
42,944,64,65536,0.9993622448979592
42,944,64,1048576,0.9986111111111111
42,960,1,256,0.43960336538461536
42,960,1,4096,0.02125
42,960,1,65536,0.0
42,960,1,1048576,0.0
42,960,2,256,0.9975490196078431
42,960,2,4096,0.9546875
42,960,2,65536,0.7334375
42,960,2,1048576,0.1787109375
42,960,4,256,1.0
42,960,4,4096,0.9996875
42,960,4,65536,0.9971875
42,960,4,1048576,0.9508463541666666
42,960,64,256,1.0
42,960,64,4096,1.0
42,960,64,65536,0.9996811224489796
42,960,64,1048576,0.9975694444444444
42,976,1,256,0.4894831730769231
42,976,1,4096,0.026875
42,976,1,65536,0.0
42,976,1,1048576,0.0
42,976,2,256,0.9954044117647058
42,976,2,4096,0.9559375
42,976,2,65536,0.7646875
42,976,2,1048576,0.21875
42,976,4,256,1.0
42,976,4,4096,0.999375
42,976,4,65536,0.996875
42,976,4,1048576,0.9671223958333334
42,976,64,256,1.0
42,976,64,4096,1.0
42,976,64,65536,1.0
42,976,64,1048576,0.9979166666666667
42,992,1,256,0.49459134615384615
42,992,1,4096,0.03125
42,992,1,65536,0.0
42,992,1,1048576,0.0
42,992,2,256,0.9987745098039216
42,992,2,4096,0.9684375
42,992,2,65536,0.8034375
42,992,2,1048576,0.2825520833333333
42,992,4,256,1.0
42,992,4,4096,1.0
42,992,4,65536,0.9978125
42,992,4,1048576,0.9694010416666666
42,992,64,256,1.0
42,992,64,4096,1.0
42,992,64,65536,1.0
42,992,64,1048576,0.9993055555555556
42,1008,1,256,0.5375600961538461
42,1008,1,4096,0.044375
42,1008,1,65536,0.0
42,1008,1,1048576,0.0
42,1008,2,256,0.9966299019607843
42,1008,2,4096,0.9721875
42,1008,2,65536,0.8165625
42,1008,2,1048576,0.3219401041666667
42,1008,4,256,1.0
42,1008,4,4096,1.0
42,1008,4,65536,0.9990625
42,1008,4,1048576,0.9775390625
42,1008,64,256,1.0
42,1008,64,4096,1.0
42,1008,64,65536,1.0
42,1008,64,1048576,0.9982638888888888
42,1024,1,256,0.5579927884615384
42,1024,1,4096,0.055
42,1024,1,65536,0.0
42,1024,1,1048576,0.0
42,1024,2,256,0.9984681372549019
42,1024,2,4096,0.9825
42,1024,2,65536,0.84375
42,1024,2,1048576,0.3675130208333333
42,1024,4,256,1.0
42,1024,4,4096,1.0
42,1024,4,65536,0.9984375
42,1024,4,1048576,0.982421875
42,1024,64,256,1.0
42,1024,64,4096,1.0
42,1024,64,65536,1.0
42,1024,64,1048576,0.9993055555555556
43,16,1,256,0.0
43,16,1,4096,0.0
43,16,1,65536,0.0
43,16,1,1048576,0.0
43,16,2,256,0.0
43,16,2,4096,0.0
43,16,2,65536,0.0
43,16,2,1048576,0.0
43,16,4,256,0.0
43,16,4,4096,0.0
43,16,4,65536,0.0
43,16,4,1048576,0.0
43,16,64,256,0.0
43,16,64,4096,0.0
43,16,64,65536,0.0
43,16,64,1048576,0.0
43,32,1,256,0.0
43,32,1,4096,0.0
43,32,1,65536,0.0
43,32,1,1048576,0.0
43,32,2,256,0.0
43,32,2,4096,0.0
43,32,2,65536,0.0
43,32,2,1048576,0.0
43,32,4,256,0.0
43,32,4,4096,0.0
43,32,4,65536,0.0
43,32,4,1048576,0.0
43,32,64,256,0.0
43,32,64,4096,0.0
43,32,64,65536,0.0
43,32,64,1048576,0.0
43,48,1,256,0.0
43,48,1,4096,0.0
43,48,1,65536,0.0
43,48,1,1048576,0.0
43,48,2,256,0.0
43,48,2,4096,0.0
43,48,2,65536,0.0
43,48,2,1048576,0.0
43,48,4,256,0.0
43,48,4,4096,0.0
43,48,4,65536,0.0
43,48,4,1048576,0.0
43,48,64,256,0.0
43,48,64,4096,0.0
43,48,64,65536,0.0
43,48,64,1048576,0.0
43,64,1,256,0.0
43,64,1,4096,0.0
43,64,1,65536,0.0
43,64,1,1048576,0.0
43,64,2,256,0.0
43,64,2,4096,0.0
43,64,2,65536,0.0
43,64,2,1048576,0.0
43,64,4,256,0.0
43,64,4,4096,0.0
43,64,4,65536,0.0
43,64,4,1048576,0.0
43,64,64,256,0.0
43,64,64,4096,0.0
43,64,64,65536,0.0
43,64,64,1048576,0.0
43,80,1,256,0.0
43,80,1,4096,0.0
43,80,1,65536,0.0
43,80,1,1048576,0.0
43,80,2,256,0.0
43,80,2,4096,0.0
43,80,2,65536,0.0
43,80,2,1048576,0.0
43,80,4,256,0.0
43,80,4,4096,0.0
43,80,4,65536,0.0
43,80,4,1048576,0.0
43,80,64,256,0.0
43,80,64,4096,0.0
43,80,64,65536,0.0
43,80,64,1048576,0.0
43,96,1,256,0.0
43,96,1,4096,0.0
43,96,1,65536,0.0
43,96,1,1048576,0.0
43,96,2,256,0.0
43,96,2,4096,0.0
43,96,2,65536,0.0
43,96,2,1048576,0.0
43,96,4,256,0.0
43,96,4,4096,0.0
43,96,4,65536,0.0
43,96,4,1048576,0.0
43,96,64,256,0.0
43,96,64,4096,0.0
43,96,64,65536,0.0
43,96,64,1048576,0.0
43,112,1,256,0.0
43,112,1,4096,0.0
43,112,1,65536,0.0
43,112,1,1048576,0.0
43,112,2,256,0.0
43,112,2,4096,0.0
43,112,2,65536,0.0
43,112,2,1048576,0.0
43,112,4,256,0.0
43,112,4,4096,0.0
43,112,4,65536,0.0
43,112,4,1048576,0.0
43,112,64,256,0.0034375
43,112,64,4096,0.0
43,112,64,65536,0.0
43,112,64,1048576,0.0
43,128,1,256,0.0
43,128,1,4096,0.0
43,128,1,65536,0.0
43,128,1,1048576,0.0
43,128,2,256,0.0
43,128,2,4096,0.0
43,128,2,65536,0.0
43,128,2,1048576,0.0
43,128,4,256,0.0
43,128,4,4096,0.0
43,128,4,65536,0.0
43,128,4,1048576,0.0
43,128,64,256,0.0240625
43,128,64,4096,0.0
43,128,64,65536,0.0
43,128,64,1048576,0.0
43,144,1,256,0.0
43,144,1,4096,0.0
43,144,1,65536,0.0
43,144,1,1048576,0.0
43,144,2,256,0.0
43,144,2,4096,0.0
43,144,2,65536,0.0
43,144,2,1048576,0.0
43,144,4,256,0.00030637254901960784
43,144,4,4096,0.0
43,144,4,65536,0.0
43,144,4,1048576,0.0
43,144,64,256,0.065625
43,144,64,4096,0.0
43,144,64,65536,0.0
43,144,64,1048576,0.0
43,160,1,256,0.0
43,160,1,4096,0.0
43,160,1,65536,0.0
43,160,1,1048576,0.0
43,160,2,256,0.0
43,160,2,4096,0.0
43,160,2,65536,0.0
43,160,2,1048576,0.0
43,160,4,256,0.00030637254901960784
43,160,4,4096,0.0
43,160,4,65536,0.0
43,160,4,1048576,0.0
43,160,64,256,0.1653125
43,160,64,4096,0.0
43,160,64,65536,0.0
43,160,64,1048576,0.0
43,176,1,256,0.0
43,176,1,4096,0.0
43,176,1,65536,0.0
43,176,1,1048576,0.0
43,176,2,256,0.0
43,176,2,4096,0.0
43,176,2,65536,0.0
43,176,2,1048576,0.0
43,176,4,256,0.0030637254901960784
43,176,4,4096,0.0
43,176,4,65536,0.0
43,176,4,1048576,0.0
43,176,64,256,0.280625
43,176,64,4096,0.0
43,176,64,65536,0.0
43,176,64,1048576,0.0
43,192,1,256,0.0
43,192,1,4096,0.0
43,192,1,65536,0.0
43,192,1,1048576,0.0
43,192,2,256,0.0
43,192,2,4096,0.0
43,192,2,65536,0.0
43,192,2,1048576,0.0
43,192,4,256,0.012254901960784314
43,192,4,4096,0.0
43,192,4,65536,0.0
43,192,4,1048576,0.0
43,192,64,256,0.40125
43,192,64,4096,0.0
43,192,64,65536,0.0
43,192,64,1048576,0.0
43,208,1,256,0.0
43,208,1,4096,0.0
43,208,1,65536,0.0
43,208,1,1048576,0.0
43,208,2,256,0.0
43,208,2,4096,0.0
43,208,2,65536,0.0
43,208,2,1048576,0.0
43,208,4,256,0.04044117647058824
43,208,4,4096,0.0
43,208,4,65536,0.0
43,208,4,1048576,0.0
43,208,64,256,0.55
43,208,64,4096,0.0009375
43,208,64,65536,0.0
43,208,64,1048576,0.0
43,224,1,256,0.0
43,224,1,4096,0.0
43,224,1,65536,0.0
43,224,1,1048576,0.0
43,224,2,256,0.0
43,224,2,4096,0.0
43,224,2,65536,0.0
43,224,2,1048576,0.0
43,224,4,256,0.09497549019607843
43,224,4,4096,0.0
43,224,4,65536,0.0
43,224,4,1048576,0.0
43,224,64,256,0.650625
43,224,64,4096,0.005
43,224,64,65536,0.0
43,224,64,1048576,0.0
43,240,1,256,0.0
43,240,1,4096,0.0
43,240,1,65536,0.0
43,240,1,1048576,0.0
43,240,2,256,0.00030637254901960784
43,240,2,4096,0.0
43,240,2,65536,0.0
43,240,2,1048576,0.0
43,240,4,256,0.15992647058823528
43,240,4,4096,0.0
43,240,4,65536,0.0
43,240,4,1048576,0.0
43,240,64,256,0.7315625
43,240,64,4096,0.020625
43,240,64,65536,0.0
43,240,64,1048576,0.0
43,256,1,256,0.0
43,256,1,4096,0.0
43,256,1,65536,0.0
43,256,1,1048576,0.0
43,256,2,256,0.0
43,256,2,4096,0.0
43,256,2,65536,0.0
43,256,2,1048576,0.0
43,256,4,256,0.2653186274509804
43,256,4,4096,0.0
43,256,4,65536,0.0
43,256,4,1048576,0.0
43,256,64,256,0.7975
43,256,64,4096,0.0596875
43,256,64,65536,0.0
43,256,64,1048576,0.0
43,272,1,256,0.0
43,272,1,4096,0.0
43,272,1,65536,0.0
43,272,1,1048576,0.0
43,272,2,256,0.0009191176470588235
43,272,2,4096,0.0
43,272,2,65536,0.0
43,272,2,1048576,0.0
43,272,4,256,0.3710171568627451
43,272,4,4096,0.0003125
43,272,4,65536,0.0
43,272,4,1048576,0.0
43,272,64,256,0.8490625
43,272,64,4096,0.11375
43,272,64,65536,0.0
43,272,64,1048576,0.0
43,288,1,256,0.0
43,288,1,4096,0.0
43,288,1,65536,0.0
43,288,1,1048576,0.0
43,288,2,256,0.006127450980392157
43,288,2,4096,0.0
43,288,2,65536,0.0
43,288,2,1048576,0.0
43,288,4,256,0.46875
43,288,4,4096,0.000625
43,288,4,65536,0.0
43,288,4,1048576,0.0
43,288,64,256,0.8965625
43,288,64,4096,0.20125
43,288,64,65536,0.0
43,288,64,1048576,0.0
43,304,1,256,0.0
43,304,1,4096,0.0
43,304,1,65536,0.0
43,304,1,1048576,0.0
43,304,2,256,0.008272058823529412
43,304,2,4096,0.0
43,304,2,65536,0.0
43,304,2,1048576,0.0
43,304,4,256,0.5726102941176471
43,304,4,4096,0.003125
43,304,4,65536,0.0
43,304,4,1048576,0.0
43,304,64,256,0.9175
43,304,64,4096,0.3025
43,304,64,65536,0.0
43,304,64,1048576,0.0
43,320,1,256,0.0
43,320,1,4096,0.0
43,320,1,65536,0.0
43,320,1,1048576,0.0
43,320,2,256,0.011948529411764705
43,320,2,4096,0.0
43,320,2,65536,0.0
43,320,2,1048576,0.0
43,320,4,256,0.6691176470588235
43,320,4,4096,0.0115625
43,320,4,65536,0.0
43,320,4,1048576,0.0
43,320,64,256,0.9434375
